Duration,Total Assests,Liabilities,Short-term Liabilities,Long-term Liabilities,Owner's Equity,EPS,BVPS,PE
2020 - Q4,48432481.0,14785358.0,14212646.0,572712.0,33647122.0,6112.0,16102.0,17.8
2021 - Q1,51051211.0,17087270.0,16532816.0,554454.0,33963941.0,5752.0,16251.0,17.11
2021 - Q2,53046669.0,18671296.0,18127021.0,544275.0,34375373.0,5382.0,16448.0,16.8
2021 - Q3,52067759.0,18192841.0,17766092.0,426749.0,33874918.0,5075.0,16208.0,17.65
2021 - Q4,53332403.0,17482289.0,17068417.0,413872.0,35850114.0,5040.0,17154.0,17.14
2022 - Q1,52995528.0,18018317.0,17607914.0,410403.0,34977212.0,4891.0,16736.0,16.54
2022 - Q2,53842176.0,17021657.0,16644211.0,377446.0,36820519.0,4531.0,17618.0,15.93
2022 - Q3,51199903.0,17355518.0,16983265.0,372253.0,33844385.0,4231.0,16194.0,17.09
2022 - Q4,48482664.0,15666146.0,15308423.0,357723.0,32816518.0,4075.0,15702.0,18.68
2023 - Q1,49264785.0,14754559.0,14407883.0,346676.0,34510226.0,3879.0,16512.0,19.18
2023 - Q2,50968782.0,14308732.0,13742782.0,565950.0,36660050.0,3935.0,17541.0,18.05
2023 - Q3,54967436.0,20964372.0,20399328.0,565044.0,34003064.0,4027.0,16270.0,18.42
