Duration,opc
2004,0.0
2005,573655000000.0
2006,499470000000.0
2007,313478000000.0
2008,1269759000000.0
2009,3094652999381.0
2010,2018774046744.0
2011,2411168612240.0
2012,5294567838319.0
2013,6251743363451.0
2014,5328323540570.0
2015,7659151107688.0
2016,8389781306333.0
2017,9601594525092.0
2018,8140239032649.0
2019,11409928541690.0
2020,10180169388228.0
2021,9431973563893.0
2022,8827273176516.0
