Date,NOPAT
2008,1250120000000
2009,2375692000000
2010,3616185949180
2011,4218181708937
2012,5819454717083
2013,6534133662834
2014,6068807696841
2015,7773409631243
2016,9350329130383
2017,10295665148846
2018,10227281151464
2019,10581175671989
2020,11098936856368
2021,10532477099899
2022,8516023694342
