Duration,opc
2008,133598455781.0
2009,54098418138.0
2010,2862533439.0
2011,-28944507883.0
2012,50792061037.0
2013,164726384448.0
2014,38719722235.0
2015,67016611770.0
2016,202959921129.0
2017,219775039254.0
2018,770811741786.0
2019,-4041151564.0
2020,-224123501578.0
2021,-1427197675444.0
2022,1045473697009.0
