Date,NOPAT
2010,31916930806
2011,43338226066
2012,4681573310
2013,31839766645
2014,50369383596
2015,62320095781
2016,44139937545
2017,72702855527
2018,97352074825
2019,134128632653
2020,186001203817
2021,323628766758
2022,197366644761
2023,219273291512
