Duration,opc
2010,-16283033811.0
2011,106966271372.0
2012,117317241993.0
2013,92389514024.0
2014,196102952909.0
2015,38513421468.0
2016,93864498074.0
2017,191413216836.0
2018,895506550715.0
2019,1143688438717.0
2020,1222465814530.0
2021,1407277934452.0
2022,1275404480638.0
2023,620269746615.0
