Date,NOPAT
2008,537219000000
2009,576914000000
2010,920635000000
2011,1418798000000
2012,1118432730050
2013,1575588822596
2014,1813436229009
2015,1517394760704
2016,1038743379556
2017,800457943709
2018,1047286209708
2019,849373614613
2020,623996082965
2021,601160329023
2022,883636252979
