Duration,opc
2006,2163274000000.0
2007,-483747000000.0
2008,1187096000000.0
2009,1563650000000.0
2010,811730000000.0
2011,2346686000000.0
2012,900970420214.0
2013,1971868694426.0
2014,3765218287013.0
2015,1427491267230.0
2016,-76286949433.0
2017,984866728438.0
2018,191585320303.0
2019,1905752001427.0
2020,-679553561178.0
2021,-137978161561.0
2022,1497657258899.0
