Date,Sales
2008,8671262000000
2009,10679746000000
2010,16879605000000
2011,24312607000000
2012,24590714320164
2013,25418518923329
2014,31516161203972
2015,23356897865989
2016,18682080522528
2017,16812150000936
2018,14638123531381
2019,16968487079402
2020,20179913749667
2021,14198441443708
2022,16372512520831
