Duration,opc
2009,1785395288371.0
2010,7234113110237.0
2011,9796917735093.0
2012,11538003306111.0
2013,14584635325587.0
2014,16701449198611.0
2015,9126872112300.0
2016,4942224182550.0
2017,14385549919558.0
2018,12421887654437.0
2019,12680918093290.0
2020,7330398831075.0
2021,7594821226199.0
2022,12792070499188.0
