Duration,opc
2006,-3640788775.0
2007,-32695547877.0
2008,-12841035393.0
2009,121894183326.0
2010,3959505280.0
2011,377517434546.0
2012,1149328050856.0
2013,120573390366.0
2014,1999022247965.0
2015,424395002498.0
2016,648504814724.0
2017,477170120116.0
2018,327224442687.0
2019,70905595456.0
2020,142810035827.0
2021,-214578901256.0
2022,479857130973.0
