Date,NOPAT
2008,8765962128
2009,15317723604
2010,66875376175
2011,87196893105
2012,36810734675
2013,12355751851
2014,257749735286
2015,160165180348
2016,403235110153
2017,304831251544
2018,77235880810
2019,53587677572
2020,-235061626585
2021,61583796257
2022,144565241241
